"scientific","rgn_id","id","year","area_km2","category","trend"
"""Lagenorhynchus australis (Peale, 1848)""",8,2066,2015,42.6,0,0
"""Lagenorhynchus australis (Peale, 1848)""",2,1166,2002,50.4,0,0
"""Lagenorhynchus australis (Peale, 1848)""",8,1161,2002,70.6,0,0
"""Lagenorhynchus australis (Peale, 1848)""",13,1496,2002,117.7,0,0
"""Lagenorhynchus australis (Peale, 1848)""",2,1051,2002,94.2,0,0
"""Lagenorhynchus cruciger (Quoy & Gaimard, 1824)""",34,3716,2013,128.1,0,0
"""Larosterna inca (Lesson, 1827)""",6,2054,2021,59.4,0.2,-0.5
"""Larosterna inca (Lesson, 1827)""",8,1162,2021,73.6,0.2,-0.5
"""Larosterna inca (Lesson, 1827)""",21,1930,2020,79.4,0.2,-0.5
"""Leptonychotes weddellii (Lesson, 1826)""",2,1958,2015,4.2,0,0
"""Leucophaeus modestus (Tschudi, 1843)""",4,1594,2009,82.4,0.4,-0.5
"""Leucophaeus modestus (Tschudi, 1843)""",1,1594,2014,96,0.4,-0.5
"""Leucophaeus modestus (Tschudi, 1843)""",1,1368,2016,115,0.4,-0.5
"""Leucophaeus modestus (Tschudi, 1843)""",9,2271,2017,55.6,0.4,-0.5
"""Leucophaeus modestus (Tschudi, 1843)""",1,1255,2017,26.7,0.4,-0.5
"""Leucophaeus modestus (Tschudi, 1843)""",24,1373,2018,24.9,0.4,-0.5
"""Leucophaeus modestus (Tschudi, 1843)""",1,1480,2006,55.6,0.4,-0.5
"""Leucophaeus modestus (Tschudi, 1843)""",7,1373,2020,24.3,0.4,-0.5
"""Leucophaeus modestus (Tschudi, 1843)""",5,1372,2018,19.1,0.4,-0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",14,2273,2021,33.8,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",6,2049,2021,85.5,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",4,1594,2021,82.4,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",14,2046,2020,84.8,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",8,1385,2020,100.5,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",21,1931,2021,139.9,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",14,2158,2021,27.1,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",14,1933,2020,81,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",1,1255,2021,26.7,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",5,1373,2021,21,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",8,2065,2020,70.8,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",21,2044,2021,139,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",14,2047,2021,115.1,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",5,1372,2021,19.1,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",2,1281,2021,118.2,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",8,937,2021,136.7,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",21,1818,2021,39.3,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",29,1825,2021,53.5,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",8,1272,2020,73.3,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",21,1930,2021,79.4,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",6,2050,2021,150.6,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",1,1594,2021,96,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",13,1269,2019,132.1,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",29,1711,2019,200.1,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",8,1615,2019,159.5,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",14,2274,2019,44.2,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",18,2001,2019,77.2,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",4,1820,2019,154.9,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",11,1484,2018,32,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",17,1479,2018,52.5,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",8,1723,2018,144.4,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",24,1373,2018,24.9,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",6,2048,2019,56.9,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",14,2160,2019,119.1,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",6,1828,2019,201.6,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",10,1484,2018,27.8,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",8,1950,2018,89.3,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",23,2804,2018,119.9,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",19,3029,2018,208.8,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",8,822,2018,131.3,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",1,1481,2018,16,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",21,1819,2020,11.5,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",4,1931,2020,43,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",14,2275,2020,51.1,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",7,1373,2021,24.3,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",4,1706,2021,107.4,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",14,2048,2021,167.4,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",6,2163,2020,46.9,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",4,1819,2020,52.8,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",1,1368,2020,115,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",29,1598,2020,159.8,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",6,2277,2020,3.8,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",6,1938,2020,199.2,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",6,2276,2020,21.1,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",23,2806,2021,136.6,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",4,1932,2021,200.3,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",2,1618,2020,118.2,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",2,1063,2020,141.7,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",9,2271,2017,55.6,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",13,1496,2017,117.7,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",25,1713,2017,192.8,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",13,1493,2017,224.4,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",24,1374,2017,0.7,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",25,1488,2017,61.8,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",36,845,2017,97.4,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",36,846,2017,134.2,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",27,1603,2016,216,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",11,1597,2016,27.6,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",5,1486,2016,26.4,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",2,1054,2015,90.8,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",8,1159,2015,67,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",2,272,2015,27.5,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",17,1592,2018,17.3,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",23,2915,2018,216,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",32,3589,2018,42,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",1,1254,2014,78.4,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",25,1375,2014,9.8,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",25,1487,2014,35.8,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",21,2045,2014,126.1,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",9,2158,2014,32.1,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",8,1833,2014,81,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",2,1398,2013,103.8,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",5,1485,2021,78.4,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",2,1392,2013,165.9,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",6,2161,2013,60.8,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",29,1710,2013,56.1,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",2,1504,2013,143,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",32,3025,2013,19.9,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",6,1826,2012,188.3,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",33,1359,2011,197.1,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",29,1712,2010,129.4,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",2,1731,2010,37.6,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",17,1367,2008,189,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",8,486,2008,224.5,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",3,3720,2007,66.2,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",28,1822,2005,222,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",6,1827,2001,220.4,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",36,963,2001,101.3,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",10,1485,2021,34.8,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",27,1489,2021,64.5,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",25,1601,2020,196.7,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",8,1610,2020,145.8,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",13,1383,2018,133.2,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",23,3026,2017,87.4,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",6,1935,2020,188.6,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",14,1934,2020,203.8,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",8,1271,2020,65.6,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",24,1486,2020,86.3,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",8,1384,2020,137.9,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",4,1933,2020,124,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",6,1936,2020,196.3,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",13,1382,2020,142.1,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",28,1596,2020,88.4,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",27,1492,2018,194.2,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",8,1501,2018,190.2,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",27,1490,2018,176.1,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",27,1605,2018,160.4,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",27,1377,2017,54.5,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",2,1393,2017,96.5,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",1,1480,2020,55.6,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",23,2805,2020,117.8,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",6,2053,2018,45.7,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",2,827,2020,223,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",13,1495,2017,205.6,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",2,1617,2020,82.5,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",8,1389,2018,144.4,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",2,1730,2014,63.2,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",27,1378,2017,46.2,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",8,824,2018,218.9,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",16,1252,2020,176.8,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",13,1606,2017,197.8,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",8,1164,2018,25.2,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",2,1508,2013,101.9,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",2,1050,2015,7.4,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",2,1845,2014,58.2,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",36,501,2017,224.5,0,0.5
"""Leucophaeus pipixcan (Wagler, 1831)""",9,2382,2018,25.5,0,0.5
"""Lontra felina (Molina, 1782)""",27,588,2015,224.5,0.4,-0.5
"""Lontra felina (Molina, 1782)""",27,1604,2014,200.9,0.4,-0.5
"""Lontra felina (Molina, 1782)""",27,701,2015,224.1,0.4,-0.5
"""Lontra felina (Molina, 1782)""",33,1359,2016,197.1,0.4,-0.5
"""Lontra felina (Molina, 1782)""",1,1142,2016,207.9,0.4,-0.5
"""Macronectes giganteus (Gmelin, 1789)""",14,2158,2021,27.1,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",13,1493,2021,224.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,3026,2021,87.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,3720,2021,66.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",20,4041,2021,218,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",1,1594,2021,96,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",13,1495,2021,205.6,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",4,1933,2021,124,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4172,2021,46.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2694,2021,181,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",8,1723,2020,144.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1437,2020,62.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",13,1609,2021,135.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,2700,2021,184.9,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,1559,2020,53.1,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2581,2020,25.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,3041,2021,92.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,1731,2021,37.6,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2355,2020,196.1,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",4,1932,2020,200.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2014,2020,89,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2127,2020,32,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2013,2020,28.1,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4288,2020,223.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",8,2066,2020,42.6,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4854,2020,223,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,157,2020,219.9,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,868,2020,114.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4857,2020,223,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,1674,2020,74,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,1392,2021,165.9,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,420,2020,219.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2914,2021,158.6,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",8,1610,2021,145.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4852,2020,201.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,532,2020,219.7,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1321,2021,76.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",21,1931,2020,139.9,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",8,2065,2020,70.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4177,2020,174,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2241,2020,209.1,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,2134,2020,150.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,827,2020,223,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,404,2020,69.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2803,2021,72.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2128,2021,149.6,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2915,2021,216,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",19,3029,2021,208.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",27,1492,2020,194.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",19,3030,2021,209.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2806,2021,136.6,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,717,2021,199.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",8,937,2021,136.7,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4510,2021,58.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2805,2021,117.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",20,3589,2021,42.1,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,180,2020,224.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",8,1613,2020,104.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",6,1717,2020,224.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,156,2020,189.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4517,2020,149.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",19,3142,2021,7.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",28,1708,2020,224.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",25,1487,2020,35.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,1844,2020,22.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,1957,2020,50,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",4,1706,2020,107.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4964,2019,137,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",34,2923,2019,120.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",21,2045,2020,126.1,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2582,2021,169.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",13,1382,2020,142.1,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,3831,2020,10.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,1565,2020,121.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",13,1608,2020,157.7,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,749,2019,115.1,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",36,841,2020,217.9,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4628,2020,223.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",36,731,2020,149.7,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2802,2021,4.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,2001,2021,77.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,1618,2021,118.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",1,1255,2019,26.7,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",8,1386,2021,107.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",34,3036,2021,21.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2809,2021,106.6,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1325,2021,113,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,5192,2021,67.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1552,2021,75.7,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,2815,2021,102.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",34,3602,2021,116.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",32,3814,2021,122.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",20,3139,2021,216.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",34,3375,2021,179.1,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,2587,2021,149.9,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",34,2924,2021,52.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4171,2021,39.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",34,3489,2021,156.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,3149,2021,82.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",1,1368,2020,115,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",6,1604,2020,23.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4624,2021,48,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",8,1953,2021,95.7,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,409,2019,55.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",4,1931,2019,43,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,3494,2021,45.9,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4518,2021,215.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4058,2021,81.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",20,4155,2021,147.6,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4404,2021,149.9,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2245,2021,145.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4284,2021,52,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4631,2021,205,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4738,2021,117.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",20,3703,2020,19.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4173,2021,115.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",27,1489,2019,64.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",25,1488,2019,61.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,499,2019,224.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,1507,2019,76.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,965,2019,60.7,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",27,1039,2019,179.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2807,2021,189.7,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4632,2020,214.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",17,1140,2020,46.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",31,2012,2020,42.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2017,2019,105.9,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,1905,2019,159,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,1167,2019,92.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1328,2019,82.9,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4967,2019,208,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,1446,2019,87.7,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2468,2019,191.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",30,1360,2020,75,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,5191,2020,172.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,5079,2019,222.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,268,2019,55.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",10,1484,2018,27.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1095,2018,190.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",10,1485,2018,34.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,980,2018,111.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4401,2018,223.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1665,2018,65.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,3028,2018,67,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,648,2018,183.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",8,822,2018,131.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",27,1605,2018,160.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2810,2018,39.7,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,2361,2018,151.6,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",32,3927,2018,143.9,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4856,2018,222.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1776,2018,122.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1315,2018,108.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4633,2018,1.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",32,3589,2021,42,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",21,1818,2018,39.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",19,3369,2018,145.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",36,614,2018,224.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",8,1611,2018,220.2,0.4,0.5
