"scientific","rgn_id","id","year","area_km2","category","trend"
"""Macronectes giganteus (Gmelin, 1789)""",8,1164,2018,25.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",1,1254,2020,78.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1195,2020,72.1,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,274,2019,224.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",25,1247,2020,38.7,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,3266,2020,31,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",17,1254,2020,76,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",14,2048,2020,167.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",6,1716,2020,180.6,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1330,2020,138,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",36,388,2020,224.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",8,1502,2020,143.1,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,160,2020,221.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",25,1713,2020,192.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",13,1606,2020,197.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",25,1601,2020,196.7,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,1063,2020,141.7,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",8,1501,2020,190.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1193,2018,60.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,3148,2018,155.7,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",31,1900,2018,36.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",34,3828,2018,2.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4737,2018,116.9,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",4,1820,2018,154.9,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2695,2018,183.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,2247,2018,102.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1210,2018,100.6,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,979,2017,91.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,5080,2017,90.9,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1094,2017,72.1,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1097,2017,104.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1091,2017,71.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1093,2017,106.9,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",20,3253,2017,110,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1889,2017,145.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",17,1253,2018,224.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",36,275,2019,205.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,44,2017,100.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,651,2017,178.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,46,2017,203.9,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2015,2017,23.9,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,972,2017,145.9,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",24,1486,2017,86.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",33,1358,2020,175.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",4,1707,2017,156.7,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",14,2047,2017,115.1,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,1906,2017,139.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",36,845,2017,97.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,975,2017,122.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",36,846,2017,134.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,623,2017,38.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4742,2017,223.1,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,3379,2017,109.6,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4287,2017,222.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2913,2017,107.6,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",21,1930,2017,79.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1323,2017,114.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,976,2017,79.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,419,2017,224.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",27,1378,2017,46.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",27,1490,2017,176.1,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2916,2017,156.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,748,2017,163,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4627,2017,201.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4743,2017,222.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1324,2017,115,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4968,2016,148.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2922,2016,12.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,877,2016,50.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,289,2016,151.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,401,2016,142.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2919,2016,137.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,650,2016,190.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1316,2016,46.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",31,1784,2016,49.1,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,3719,2016,7.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2358,2016,123.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",31,1104,2016,62.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",36,963,2016,101.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,971,2015,114.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,1281,2015,118.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,861,2015,120.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1090,2015,71.6,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1209,2015,122.6,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1204,2015,89.7,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",31,1673,2015,58.1,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4406,2015,146.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,877,2015,174,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2016,2015,83.6,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",19,2916,2015,68.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,636,2015,203.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,747,2015,148.9,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",36,730,2015,218.9,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,2474,2015,195.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1104,2014,100.7,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,872,2014,119.6,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",6,2049,2014,85.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",6,1826,2014,188.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",8,1384,2014,137.9,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,3265,2014,2.9,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2804,2014,119.9,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",6,1828,2014,201.6,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,1505,2014,164.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,1508,2013,101.9,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",20,3702,2013,111.1,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",14,2276,2013,28.7,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",13,1269,2013,132.1,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",20,3816,2013,144.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,414,2013,190.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,3153,2013,108.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",27,1715,2013,134.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1211,2013,107,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,294,2013,224.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",20,3138,2012,57.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1318,2010,5.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1435,2010,17.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,513,2010,57.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,1051,2010,94.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,1278,2010,23.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",29,1712,2010,129.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,179,2010,218.6,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1549,2009,26.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,828,2009,167.7,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,941,2009,66,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",8,1952,2009,82.7,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1438,2008,86.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",32,3702,2008,65.7,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",19,3028,2007,157,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,981,2006,189.1,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4970,2006,29.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,1673,2005,24.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",20,3364,2005,167.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,1958,2005,4.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,3268,2004,83.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",34,3150,2003,36.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,3031,2003,139.9,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,2359,2003,101.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",36,171,2003,224.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,983,2003,205.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",34,3258,2001,142.6,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",13,1607,2001,199.9,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,492,2000,189.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,970,2000,110.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,3606,2021,62.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,864,2019,84.7,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",29,1598,2019,159.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",17,1479,2019,52.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,1398,2019,103.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,3145,2019,98.9,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,966,2019,57.1,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,1287,2021,87.7,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2917,2017,210.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,2246,2017,95.6,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",6,2050,2021,150.6,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",34,3716,2021,128.1,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",31,1218,2021,180.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,604,2019,170.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1551,2021,31,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4851,2021,140.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2019,2017,108.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,3945,2021,72.9,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1439,2021,129,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1777,2021,78.6,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4630,2019,176.6,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,967,2019,42.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,66,2019,147.1,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",34,3038,2019,51.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1317,2019,57.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,943,2019,64.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",6,2053,2018,45.7,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4519,2019,120.7,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,830,2019,96.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,379,2019,170.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2129,2019,90.1,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",27,1491,2019,220.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",6,1938,2019,199.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",14,1934,2019,203.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",14,2275,2019,51.1,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,5078,2021,156.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4397,2021,5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,1053,2019,138.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1092,2019,73.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,3027,2021,163.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4515,2019,161.1,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,3832,2019,61,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,2927,2019,79.7,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",8,1045,2018,124.9,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",6,1936,2018,196.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",8,1837,2018,109.1,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",19,3031,2019,78.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,272,2019,27.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,3146,2019,148.6,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,158,2019,168.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4629,2019,223.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",21,2044,2019,139,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",31,1332,2019,32,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",8,1722,2018,120,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",13,1381,2018,224.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",32,4266,2018,15.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,1681,2019,151.7,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1329,2019,90.6,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,1326,2018,125.6,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",4,1594,2019,82.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",14,2160,2018,119.1,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",1,1142,2019,207.9,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",13,1610,2018,70.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",35,1774,2018,18.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,159,2018,208.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,1169,2018,78.7,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4398,2021,35.6,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,3492,2019,10.7,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",4,1819,2019,52.8,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,1845,2019,58.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4744,2019,213.7,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",18,60,2019,94.9,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",36,501,2018,224.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",23,2918,2019,224,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,1730,2018,63.2,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,273,2018,115.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",2,1166,2018,50.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,4969,2019,144.1,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",34,2922,2019,9.3,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,2701,2019,118.5,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",34,3262,2019,204.4,0.4,0.5
"""Macronectes giganteus (Gmelin, 1789)""",3,3493,2021,53.4,0.4,0.5
"""Megaptera novaeangliae (Borowski, 1781)""",3,4510,2021,58.4,0.4,0.5
"""Megaptera novaeangliae (Borowski, 1781)""",8,1501,2019,190.2,0.4,0.5
"""Megaptera novaeangliae (Borowski, 1781)""",23,2016,2019,83.6,0.4,0.5
"""Megaptera novaeangliae (Borowski, 1781)""",25,1715,2017,56.6,0.4,0.5
"""Megaptera novaeangliae (Borowski, 1781)""",27,702,2015,97.9,0.4,0.5
"""Megaptera novaeangliae (Borowski, 1781)""",13,1383,2014,133.2,0.4,0.5
"""Megaptera novaeangliae (Borowski, 1781)""",27,1604,2006,200.9,0.4,0.5
"""Mirounga leonina (Linnaeus, 1758)""",14,2158,2012,27.1,0.4,0
"""Mirounga leonina (Linnaeus, 1758)""",34,3489,2010,156.4,0.4,0
"""Mirounga leonina (Linnaeus, 1758)""",19,3141,2015,25.2,0.4,0
"""Mirounga leonina (Linnaeus, 1758)""",23,2807,2019,189.7,0.4,0
"""Mirounga leonina (Linnaeus, 1758)""",18,2001,2014,77.2,0.4,0
"""Mirounga leonina (Linnaeus, 1758)""",34,3828,2010,2.5,0.4,0
"""Mirounga leonina (Linnaeus, 1758)""",8,2066,2016,42.6,0.4,0
"""Mirounga leonina (Linnaeus, 1758)""",2,1958,2015,4.2,0.4,0
"""Mirounga leonina (Linnaeus, 1758)""",2,1957,2015,50,0.4,0
"""Orcinus orca (Linnaeus, 1758)""",2,1392,2012,165.9,0.5,0
"""Orcinus orca (Linnaeus, 1758)""",8,1499,2012,184,0.5,0
"""Orcinus orca (Linnaeus, 1758)""",14,2161,2007,69.3,0.5,0
"""Orcinus orca (Linnaeus, 1758)""",2,385,2009,84.5,0.5,0
"""Orcinus orca (Linnaeus, 1758)""",21,1930,2014,79.4,0.5,0
"""Orcinus orca (Linnaeus, 1758)""",23,2129,2019,90.1,0.5,0
"""Orcinus orca (Linnaeus, 1758)""",13,1382,2007,142.1,0.5,0
"""Orcinus orca (Linnaeus, 1758)""",13,1496,2008,117.7,0.5,0
"""Orcinus orca (Linnaeus, 1758)""",6,2276,2011,21.1,0.5,0
"""Orcinus orca (Linnaeus, 1758)""",6,2161,2008,60.8,0.5,0
"""Orcinus orca (Linnaeus, 1758)""",27,1604,2014,200.9,0.5,0
"""Orcinus orca (Linnaeus, 1758)""",2,1279,2009,65,0.5,0
"""Orcinus orca (Linnaeus, 1758)""",13,1270,2009,89.3,0.5,0
"""Orcinus orca (Linnaeus, 1758)""",6,1940,2006,222.6,0.5,0
"""Otaria flavescens (Shaw, 1800)""",13,1383,2002,133.2,0,0
"""Otaria flavescens (Shaw, 1800)""",8,1276,2002,59.9,0,0
"""Otaria flavescens (Shaw, 1800)""",36,392,2007,221.9,0,0
"""Otaria flavescens (Shaw, 1800)""",2,1958,2002,4.2,0,0
"""Otaria flavescens (Shaw, 1800)""",36,391,2007,178.6,0,0
"""Otaria flavescens (Shaw, 1800)""",2,498,2007,199.8,0,0
"""Otaria flavescens (Shaw, 1800)""",2,837,2007,133.6,0,0
"""Otaria flavescens (Shaw, 1800)""",36,952,2007,114.2,0,0
"""Otaria flavescens (Shaw, 1800)""",6,1945,2002,33.3,0,0
"""Otaria flavescens (Shaw, 1800)""",27,590,2002,128.8,0,0
"""Otaria flavescens (Shaw, 1800)""",8,1833,2007,81,0,0
"""Otaria flavescens (Shaw, 1800)""",8,1047,2002,63.1,0,0
"""Otaria flavescens (Shaw, 1800)""",2,604,2007,170.2,0,0
"""Otaria flavescens (Shaw, 1800)""",2,829,2002,58.3,0,0
"""Otaria flavescens (Shaw, 1800)""",2,941,2002,66,0,0
"""Otaria flavescens (Shaw, 1800)""",2,943,2002,64.2,0,0
"""Otaria flavescens (Shaw, 1800)""",8,937,2007,136.7,0,0
"""Otaria flavescens (Shaw, 1800)""",8,935,2007,150.1,0,0
"""Otaria flavescens (Shaw, 1800)""",8,1389,2007,144.4,0,0
"""Otaria flavescens (Shaw, 1800)""",2,1392,2002,165.9,0,0
"""Otaria flavescens (Shaw, 1800)""",2,830,2002,96.5,0,0
"""Otaria flavescens (Shaw, 1800)""",2,826,2007,188.6,0,0
"""Otaria flavescens (Shaw, 1800)""",2,1167,2007,92.8,0,0
"""Otaria flavescens (Shaw, 1800)""",2,1503,2002,198,0,0
"""Otaria flavescens (Shaw, 1800)""",2,1279,2002,65,0,0
"""Otaria flavescens (Shaw, 1800)""",2,1054,2002,90.8,0,0
"""Otaria flavescens (Shaw, 1800)""",13,1156,2007,109.7,0,0
"""Otaria flavescens (Shaw, 1800)""",8,1501,2007,190.2,0,0
"""Otaria flavescens (Shaw, 1800)""",27,1604,2014,200.9,0,0
"""Otaria flavescens (Shaw, 1800)""",2,1166,2002,50.4,0,0
"""Otaria flavescens (Shaw, 1800)""",8,1610,2002,145.8,0,0
"""Otaria flavescens (Shaw, 1800)""",36,842,2007,113.2,0,0
"""Otaria flavescens (Shaw, 1800)""",8,824,2007,218.9,0,0
"""Otaria flavescens (Shaw, 1800)""",8,936,2002,80.1,0,0
"""Otaria flavescens (Shaw, 1800)""",2,717,2002,199.5,0,0
"""Otaria flavescens (Shaw, 1800)""",36,730,2007,218.9,0,0
"""Otaria flavescens (Shaw, 1800)""",8,819,2007,223.5,0,0
"""Otaria flavescens (Shaw, 1800)""",36,282,2007,163,0,0
"""Otaria flavescens (Shaw, 1800)""",2,606,2007,134.9,0,0
"""Otaria flavescens (Shaw, 1800)""",8,485,2007,136.4,0,0
"""Otaria flavescens (Shaw, 1800)""",8,1612,2007,218.7,0,0
"""Otaria flavescens (Shaw, 1800)""",2,602,2007,222.6,0,0
"""Otaria flavescens (Shaw, 1800)""",36,168,2007,224.4,0,0
"""Otaria flavescens (Shaw, 1800)""",8,1273,2007,124.8,0,0
"""Otaria flavescens (Shaw, 1800)""",36,283,2007,149.6,0,0
"""Otaria flavescens (Shaw, 1800)""",36,281,2007,129.3,0,0
"""Otaria flavescens (Shaw, 1800)""",13,1609,2007,135.8,0,0
"""Otaria flavescens (Shaw, 1800)""",8,1611,2007,220.2,0,0
"""Otaria flavescens (Shaw, 1800)""",8,1500,2002,180.4,0,0
"""Otaria flavescens (Shaw, 1800)""",13,1382,2002,142.1,0,0
"""Otaria flavescens (Shaw, 1800)""",8,1837,2007,109.1,0,0
"""Otaria flavescens (Shaw, 1800)""",8,932,2007,207.3,0,0
"""Pelecanus thagus Molina, 1782""",4,2046,2020,21.8,0.2,0.5
"""Pelecanus thagus Molina, 1782""",8,2065,2020,70.8,0.2,0.5
"""Pelecanus thagus Molina, 1782""",6,1938,2020,199.2,0.2,0.5
"""Pelecanus thagus Molina, 1782""",6,2277,2021,3.8,0.2,0.5
"""Pelecanus thagus Molina, 1782""",6,2161,2021,60.8,0.2,0.5
"""Pelecanus thagus Molina, 1782""",21,1931,2021,139.9,0.2,0.5
"""Pelecanus thagus Molina, 1782""",27,1604,2020,200.9,0.2,0.5
"""Pelecanus thagus Molina, 1782""",8,1833,2021,81,0.2,0.5
"""Pelecanus thagus Molina, 1782""",8,1946,2020,48.5,0.2,0.5
"""Pelecanus thagus Molina, 1782""",14,2161,2019,69.3,0.2,0.5
"""Pelecanus thagus Molina, 1782""",27,1716,2021,43.8,0.2,0.5
"""Pelecanus thagus Molina, 1782""",1,1255,2021,26.7,0.2,0.5
"""Pelecanus thagus Molina, 1782""",13,1493,2021,224.4,0.2,0.5
"""Pelecanus thagus Molina, 1782""",5,1372,2021,19.1,0.2,0.5
"""Pelecanus thagus Molina, 1782""",1,1254,2021,78.4,0.2,0.5
"""Pelecanus thagus Molina, 1782""",8,1272,2020,73.3,0.2,0.5
"""Pelecanus thagus Molina, 1782""",27,1489,2021,64.5,0.2,0.5
"""Pelecanus thagus Molina, 1782""",28,1708,2020,224.4,0.2,0.5
"""Pelecanus thagus Molina, 1782""",13,1383,2020,133.2,0.2,0.5
"""Pelecanus thagus Molina, 1782""",8,1950,2021,89.3,0.2,0.5
"""Pelecanus thagus Molina, 1782""",8,1835,2019,18.8,0.2,0.5
"""Pelecanus thagus Molina, 1782""",8,1837,2019,109.1,0.2,0.5
"""Pelecanus thagus Molina, 1782""",8,1723,2019,144.4,0.2,0.5
"""Pelecanus thagus Molina, 1782""",27,1492,2019,194.2,0.2,0.5
